Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 01/02  03:00:00,77401436.6,0,0,14886432.88,23169600,24906552.85,14438850.87,3.42662E-05,403950961.9,402206807.2,1744154.675
 01/02  04:00:00,77016176.53,0,0,14886432.88,23169600,24376700.69,14583442.95,3.42662E-05,408003314.4,406259158.5,1744155.916
 01/02  05:00:00,84490058.32,0,0,19471919.18,23169600,27266590.8,14581948.33,0.000137065,409976790.5,406157083.8,3819706.657
 01/02  06:00:00,100591537.5,0,0,27381883.05,23169600,35695631.8,14344422.68,0.000925187,418882280.5,399150002.2,19732278.3
 01/02  07:00:00,119324429.9,9474.133929,0,29139652.8,23169600,53083565.93,13922137.04,0.003221021,452821845.4,386735562,66086283.32
 01/02  08:00:00,130086663.1,36664.46659,0,27343670.67,23169600,65388425.55,14148302.43,0.003426618,463064580.5,392827192.3,70237388.15
 01/02  09:00:00,108074632.5,364112.7642,0,23919589.28,0,67967412.13,15823518.29,0.003289553,487907345.8,420437360.8,67469984.93
 01/02  10:00:00,97823124.51,291994.7625,0,21894332.83,0,59827593.96,15809202.96,0.002878359,475474502.3,416306727,59167775.27
 01/02  11:00:00,86158783.56,0,0,21894332.83,0,49327737.83,14936712.9,0.00260423,441606867.2,387973898.4,53632968.84
 01/02  12:00:00,85500184.98,0,0,21894332.83,0,49857589.98,13748262.16,0.002090237,392812994,349557787.3,43255206.77
 01/02  13:00:00,83413339.77,0,0,21196991.74,0,49081841.7,13134506.33,0.001816108,368459988.1,330739587.8,37720400.33
 01/02  14:00:00,83194143.04,0,0,21894332.83,0,47738181.37,13561628.84,0.001610511,376376235.4,342806939.9,33569295.51
 01/02  15:00:00,82831971.72,0,0,21894332.83,0,47208329.21,13729309.68,0.001404913,377041220,347623029.3,29418190.68
 01/02  16:00:00,87376197.2,0,0,25218810.4,0,48797885.67,13359501.12,0.001610511,370391239.9,336821944.4,33569295.51
 01/02  17:00:00,129460059.8,0,0,34122296.3,15446400,66715671.97,13175691.56,0.00188464,370398754.5,331294652.5,39104101.94
 01/02  18:00:00,154399570.7,0,0,35865032.71,23169600,83933250.96,11431687.07,0.002501431,364532701.9,312975285.5,51557416.42
 01/02  19:00:00,161385199.3,0,0,44004270.9,23169600,83236545.25,10974783.17,0.002946892,360575716,300024239.1,60551476.88
 01/02  20:00:00,158493510.5,0,0,50003615.48,23169600,73747799.95,11572495.07,0.002809827,375802216.9,318018143.3,57784073.66
 01/02  21:00:00,156804505.3,0,0,50538588.88,23169600,71628391.33,11467925.05,0.002569964,367631215,314690097,52941118.03
 01/02  22:00:00,136898065.2,0,0,38769174.04,23169600,63729202.5,11230088.69,0.002090237,350386756.2,307131549.4,43255206.77
 01/02  23:00:00,112801882.1,0,0,26999759.2,23169600,50531492.12,12101030.77,0.001816108,370580732.8,332860332.5,37720400.33
 01/02  24:00:00,91974075.25,0,0,18440184.77,23169600,37863633.89,12500656.6,0.000993719,364918748.1,343802767,21115981.02
 01/03  01:00:00,79238822.85,0,0,14886432.88,23169600,28085665.77,13097124.19,0.000274234,367528140.6,360936105.9,6592034.648
 01/03  02:00:00,77220707.56,0,0,14886432.88,23169600,25966257.16,13198417.52,0.000137117,367060685.6,363237945.9,3822739.711
