Date/Time,Heating:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly)
 01/20  03:00:00,7689047.814,99870372.66,719532985.6
 01/20  04:00:00,7553288.994,98954700.47,711448979.6
 01/20  05:00:00,5640971.377,101484070.2,628054845.4
 01/20  06:00:00,4025266.633,113210559.1,566288342.8
 01/20  07:00:00,3662584.497,130698327.5,590246837.2
 01/20  08:00:00,3365626.06,140637974.4,588631342.5
 01/20  09:00:00,2937932.958,121779881.4,580969527
 01/20  10:00:00,2265743.298,106102687.6,542088945.1
 01/20  11:00:00,1718941.449,94117624.17,510057521.9
 01/20  12:00:00,1276235.9,93479688.47,478289079
 01/20  13:00:00,576376.7584,89883344.61,435467604.4
 01/20  14:00:00,17644.62392,87113898.38,392307916.6
 01/20  15:00:00,0,85715470.73,367725694.9
 01/20  16:00:00,0,90386696.85,366819542.5
 01/20  17:00:00,0,116858856.9,364746336.8
 01/20  18:00:00,0,157016219.5,387255751.9
 01/20  19:00:00,0,164483660.9,399195781.1
 01/20  20:00:00,0,160772120,390110761.4
 01/20  21:00:00,0,159576700.4,393974479.7
 01/20  22:00:00,0,140874012.4,406488887.7
 01/20  23:00:00,55807.09326,117257440.1,430662687.6
 01/20  24:00:00,507019.5385,97660769.82,438470683.1
 01/21  01:00:00,823873.0123,85421941.83,439619324.8
 01/21  02:00:00,994549.9949,83804801.24,443917582.2
 01/21  03:00:00,1283408.902,83487627.37,452662266.3
 01/21  04:00:00,1498607.048,83480076.16,460402215.4
 01/21  05:00:00,1563012.55,91010783.87,462623461.7
 01/21  06:00:00,1722738.783,107448134.7,480869212.4
 01/21  07:00:00,1835788.3,126347569.7,528877122.4
 01/21  08:00:00,2168408.067,136885699,544880524.5
 01/21  09:00:00,2382823.517,106660955.2,558714826.1
 01/21  10:00:00,940570.1551,92258435.32,478159837.2
 01/21  11:00:00,0,77958550.13,402489997.5
 01/21  12:00:00,0,77058756.84,355583297.5
